Logistic Regression,Dönen Varlıklar,Duran Varlıklar,Toplam Varlıklar,Kısa Vadeli Yükümlülükler,Uzun Vadeli Yükümlülükler,Toplam Yükümlülükler,Toplam Özkaynaklar,Ana Ortaklığa Ait Özkaynaklar,Kontrol Gücü Olmayan Kaynaklar,Toplam Kaynaklar,Cari Oran,Dönen Varlıklar / Aktif (%),Asit Test Oranı,Nakit Oranı,Aktif Karlılık (%),Faaliyet Kar Marjı,Esas Faaliyet Kar Marjı,Brüt Kar Marjı (%),FAVÖK Marjı (%),Net Kar Marjı,Özsermaye Karlılığı (%),VAFÖK Marjı,ROCE Oranı,Finansman Gider / Net Satış,Borç Kaynak Oranı,Duran Varlıklar / Aktif ,Duran Varlıklar / Maddi Özkaynak,Esas Faaliyet Karı / Kısa Vadeli Borç,FAVÖK / Kısa Vade Borç,Net Borç / FAVÖK,Kısa Vade Borç / Aktif,Kısa Vade Borç / Dönen Varlık,Kısa Vade Borç / Özsermaye,Kısa Vade Borç / Toplam Borç,Net Satışlar / Kısa Vade Borç,Özsermaye / Aktif,Özsermaye / Maddi Duran Varlıklar,Toplam Borç / Özsermaye,Aktif Devir Hızı,Alacak Devir Hızı,Dönen Varlıklar Devir Hızı,Ticari Borçlar Devir Hızı,Finansal Kaldıraç,Stok Devir Hızı,Springate Skoru,Zmijewski Skoru,L Model Skoru,FBE_Sınıfı
Dusuk Orta Yuksek,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,discrete
Orta,5.1172e+08,7.53116e+09,8.04288e+09,9.85208e+08,2.50781e+09,3.49302e+09,4.54986e+09,4.5508e+09,-934999,8.04288e+09,0.519404,6.36241,0.332315,0.156752,6.177,39.8547,36.6065,44.1803,39.8547,59.1824,10.9192,39.8547,4.15973,-0.933873,76.7719,93.6376,2.38844,0.311909,0.339585,10.4406,0.122494,1.92528,0.216536,0.282051,0.852057,0.565701,2.30683,0.767719,0.104372,9.82747,0.609588,2.61996,43.4299,7.40745,0.579259,-2.10454,-0.306989,
Orta,6.98773e+07,1.70991e+08,2.40868e+08,3.68408e+07,7.67986e+07,1.13639e+08,1.27229e+08,1.27229e+08,0,2.40868e+08,1.89674,29.0106,1.37575,0.0310464,-4.99928,18.8788,17.0001,53.212,18.8788,-129.989,-9.46459,18.8788,0.726062,-1.84809,89.319,70.9894,1.3441,0.0427465,0.0474705,64.9795,0.15295,0.527221,0.289564,0.32419,0.251449,0.528209,19.1503,0.89319,0.0384591,2.76574,7.54323,5.32577,47.1791,0.440489,-0.212549,-1.39341,-0.372288,
Dusuk,5.13279e+08,2.92831e+08,8.0611e+08,5.5622e+08,1.4749e+07,5.70969e+08,2.35141e+08,2.35141e+08,0,8.0611e+08,0.922799,63.6736,0.415976,0.18755,4.3602,4.55423,4.42693,16.5962,4.55423,3.63461,14.9476,4.55423,5.4634,-0.00118093,242.82,36.3264,1.2556,0.0769659,0.0791791,12.9645,0.690005,1.08366,2.36547,0.974168,1.73859,0.291698,0.811116,2.4282,1.19963,7.61116,0.530775,1.56317,70.8302,2.94523,0.645125,-0.462581,-0.405502,
Dusuk,2.75153e+08,5.19519e+08,7.94672e+08,4.40805e+08,1.67362e+08,6.08167e+08,1.86505e+08,1.59964e+08,2.65412e+07,7.94672e+08,0.624205,34.6247,0.26611,0.00334273,-0.445527,16.1043,20.3048,21.2688,16.1043,-4.16643,-1.89833,16.1043,1.72207,-0.242846,326.086,65.3753,3.40455,0.0391426,0.0310451,44.441,0.554701,1.60204,2.3635,0.724809,0.192775,0.234695,21.3109,3.26086,0.106932,3.38231,3.238,0.64478,76.5305,0.747015,-0.195355,0.079793,-0.529832,
Dusuk,3.97648e+07,1.63479e+07,5.61128e+07,3.91546e+07,1.29933e+06,4.0454e+07,1.56588e+07,1.53838e+07,275022,5.61128e+07,1.01558,70.8659,0.54315,0.0436365,0.472073,3.08,0.469765,27.922,3.08,2.05815,1.69166,3.08,0.706453,-0.0135074,258.347,29.1341,1.10609,0.00154416,0.0101242,102.051,0.697785,0.984655,2.50049,0.967881,0.328709,0.279059,3.46744,2.58347,0.229368,0.72106,3.08962,18.1362,72.0941,4.35121,0.122886,-0.215942,-0.51672,
Yuksek,7.02102e+06,1.09934e+06,8.12035e+06,3.03497e+06,3.26979e+06,6.30476e+06,1.81559e+06,1.81559e+06,0,8.12035e+06,2.31338,86.462,0.397822,0.00412328,-4.42465,6.01213,4.44066,23.3576,6.01213,-7.30431,-19.7895,6.01213,3.6419,-0.140051,347.256,13.538,0.628585,0.0719728,0.0974426,21.3189,0.373748,0.432269,1.67161,0.481377,1.62077,0.223586,2.5545,3.47256,0.605759,4.42382,1.42733,7.67277,77.6414,0.658265,0.561092,0.315417,-0.64923,
Orta,7.27836e+06,9.88614e+06,1.71645e+07,4.67231e+06,5.51041e+06,1.01827e+07,6.98178e+06,6.97793e+06,3856,1.71645e+07,1.55776,42.4035,1.31986,0.0708463,-6.67619,25.8383,-23.7557,2.86847,25.8383,-144.031,-16.4132,25.8383,1.19766,-1.28774,145.847,57.5965,1.41651,-0.0404519,0.0439982,49.5333,0.272208,0.641946,0.669215,0.458847,0.170283,0.406757,0.860307,1.45847,0.0463524,0.234324,9.14809,1.0626,59.3243,1.10753,-0.175261,-0.624318,-0.677607,
Orta,1.15849e+10,9.27268e+09,2.08576e+10,9.36038e+09,1.60235e+09,1.09627e+10,9.8949e+09,9.8949e+09,0,2.08576e+10,1.23766,55.543,0.5919,0.211319,1.90531,1.40882,4.40338,14.7842,1.40882,8.14698,4.01623,1.40882,0.329476,-0.00116745,110.792,44.457,1.12635,0.022947,0.00734168,159.526,0.448775,0.807977,0.94598,0.853836,0.521122,0.474402,1.34,1.10792,0.233867,1.37853,2.37499,0.809804,52.5598,0.877591,0.309606,-1.39478,-0.335314,
Orta,9.09798e+09,2.04317e+10,2.95296e+10,5.81865e+09,8.04538e+09,1.3864e+10,1.56656e+10,9.8117e+09,5.8539e+09,2.95296e+10,1.56359,30.8097,1.22575,0.929703,0.506,9.83281,9.18155,37.9023,9.83281,1.17355,0.95381,9.83281,4.23964,-0.139756,88.4999,69.1903,3.76722,0.20091,0.215161,11.074,0.197045,0.639554,0.371429,0.419694,2.1882,0.530504,2.09287,0.884999,0.431172,8.3183,0.714556,4.71641,46.9496,6.70479,0.39194,-1.6529,-0.338812,
Yuksek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30.7344,17.9113,70.949,30.7344,0,0,30.7344,0,-0.0830922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
Orta,2.00402e+08,1.35034e+10,1.37038e+10,7.38719e+08,2.83371e+09,3.57243e+09,1.01314e+10,1.01314e+10,0,1.37038e+10,0.271283,1.46238,0.258299,0.0263973,5.39471,69.3688,74.0166,82.9559,69.3688,132.176,7.29694,69.3688,2.83126,0.615209,35.2611,98.5376,1.33297,0.560409,0.525219,9.20753,0.0539062,3.68618,0.0729141,0.206784,0.75714,0.739311,1240.44,0.352611,0.0408145,3.2749,0.3583,0.395866,26.0689,0,0.801983,-3.05792,-0.252894,
Yuksek,4.21233e+08,2.77359e+08,6.98591e+08,1.01699e+08,2.3082e+07,1.24781e+08,5.73811e+08,5.73577e+08,233572,6.98591e+08,4.14197,60.2974,2.7358,1.81889,19.6488,17.9201,16.7806,22.3051,17.9201,15.2702,23.9216,17.9201,23.0585,-0.0121219,21.7459,39.7026,0.486318,1.48322,1.58394,0.774628,0.145577,0.241431,0.177234,0.815019,8.8389,0.821383,2.46041,0.217459,1.28674,9.7243,0.468607,8.68012,17.8617,5.41791,2.86777,-4.18264,-0.247378,
Yuksek,1.382e+09,1.01499e+09,2.39699e+09,1.54064e+08,1.00885e+08,2.54949e+08,2.14204e+09,7.01442e+08,1.4406e+09,2.39699e+09,8.97031,57.6557,7.92288,7.58852,0.563373,29.232,31.7367,53.9736,29.232,6.19583,0.630426,29.232,2.658,-0.0119567,11.9021,42.3443,0.486919,0.448976,0.413542,4.00159,0.0642739,0.111479,0.0719239,0.604293,1.41469,0.893638,2.6459,0.119021,0.0909277,6.02963,6.34083,2.21663,10.6362,0.966473,1.03151,-3.75497,-0.514358,
Orta,2.58551e+08,2.78342e+08,5.36893e+08,1.86636e+08,1.27013e+07,1.99337e+08,3.37556e+08,3.37556e+08,0,5.36893e+08,1.38532,48.1568,0.949521,0.00590582,-2.91812,-1.33434,-1.99182,29.092,-1.33434,-2.68167,-4.64136,-1.33434,-1.45199,-0.0159657,59.0532,51.8432,0.89754,-0.0623506,-0.0417691,-25.5704,0.347623,0.721855,0.552905,0.936282,3.13033,0.62872,1.94385,0.590532,1.08817,3.89979,0.442548,3.92769,37.128,6.86627,0.428735,-2.05793,-0.209241,
Dusuk,5.91002e+07,3.80835e+08,4.39936e+08,2.44438e+08,1.99387e+07,2.64377e+08,1.75559e+08,1.75559e+08,0,4.39936e+08,0.24178,13.4338,0.22497,0.00786577,0.706728,0,0,0,0,0,1.771,0,-0.205052,0,150.591,86.5662,2.17406,-0.0445411,-0.0036905,-293.069,0.555622,4.13599,1.39234,0.924582,0,0.399056,0.462808,1.50591,0,0,0,0.188529,60.0944,104.483,-0.47389,-0.90739,-0.475825,
Orta,1.24081e+09,2.01432e+08,1.44224e+09,6.57289e+08,4.859e+08,1.14319e+09,2.99051e+08,2.99142e+08,-91032,1.44224e+09,1.88777,86.0334,1.57676,0.171832,0.444653,6.62884,11.5249,22.9076,6.62884,0.859443,2.14444,6.62884,3.42959,-0.391928,382.272,13.9666,0.746987,0.130834,0.0752529,23.1121,0.455742,0.529726,2.19791,0.574961,1.13523,0.207352,1.96712,3.82272,0.517374,1.88682,1.66289,3.3675,79.2648,3.54522,0.660728,0.190533,-0.520829,
Orta,1.2096e+09,3.10688e+08,1.52029e+09,8.46305e+08,1.12842e+08,9.59147e+08,5.61141e+08,5.66781e+08,-5.64041e+06,1.52029e+09,1.42927,79.5638,1.2442,0.0358871,-0.378912,3.96175,2.35041,6.26404,3.96175,-1.28282,-1.02658,3.96175,1.1702,-0.0823806,170.928,20.4362,0.55385,0.0124714,0.0210212,53.9138,0.556674,0.699657,1.50819,0.882352,0.530604,0.369102,24.3623,1.70928,0.295374,2.01723,2.69367,2.16851,63.0898,3.6947,0.359034,-0.692546,-0.41691,
Orta,1.39386e+09,6.08156e+08,2.00202e+09,8.20497e+08,6.32544e+08,1.45304e+09,5.48975e+08,5.48975e+08,0,2.00202e+09,1.6988,69.6228,0.88588,0.197727,2.20254,9.81572,9.3777,16.9293,9.81572,6.35937,8.03227,9.81572,3.39963,-0.0425075,264.683,30.3772,1.34386,0.0792493,0.0829509,21.3491,0.409836,0.588651,1.4946,0.564676,0.845083,0.274211,1.2208,2.64683,0.346345,1.22804,2.01022,1.12877,72.5789,1.12453,0.561796,-0.268912,-0.477563,
Dusuk,4.63886e+08,2.37144e+08,7.0103e+08,4.41379e+08,1.5734e+07,4.57113e+08,2.43917e+08,2.43917e+08,0,7.0103e+08,1.05099,66.1721,0.646691,0.00770313,0.0346633,1.91324,-0.137138,4.81245,1.91324,0.0903101,0.0996241,1.91324,0.734348,-0.0223954,187.405,33.8279,0.988603,-0.000836016,0.0116634,88.7943,0.629615,0.951482,1.80955,0.96558,0.609619,0.347941,1.45375,1.87405,0.383825,1.00877,1.72402,1.40123,65.2059,1.50836,0.187321,-0.589027,-0.502351,
Orta,2.54633e+09,6.46033e+09,9.00666e+09,2.079e+09,6.67011e+08,2.74601e+09,6.26064e+09,6.05638e+09,2.04259e+08,9.00666e+09,1.22478,28.2716,0.838766,0.0205069,-0.96007,6.30904,5.33415,11.8807,6.30904,-1.33109,-1.38117,6.30904,4.55049,-0.101451,43.8616,71.7284,1.03195,0.166674,0.197136,6.7001,0.23083,0.816472,0.332075,0.757099,3.12466,0.695113,34.2766,0.438616,0.721265,4.74778,0.391972,10.8003,30.4887,17.542,0.293538,-2.52384,-0.262824,
Dusuk,5.30342e+07,5.21319e+07,1.05166e+08,5.42969e+07,3.86855e+07,9.29824e+07,1.21837e+07,1.21835e+07,247,1.05166e+08,0.976745,50.429,0.789403,0.202214,-2.36948,11.4944,4.16703,18.3019,11.4944,-5.5849,-20.4526,11.4944,4.87668,-0.183188,763.167,49.571,4.54539,0.0342425,0.0944551,18.1301,0.516296,1.02381,4.4565,0.583948,0.821747,0.115852,0.251161,7.63167,0.424265,1.40124,1.18862,3.61146,88.4148,4.33529,0.0327932,0.842361,-0.588133,
Yuksek,3.1699e+07,271313,3.19704e+07,140734,56799,197533,3.17728e+07,3.17728e+07,0,3.19704e+07,225.241,99.1514,225.216,8.84355,2.71651,1.55774,1.47617,3.60858,1.55774,1.55774,2.7334,1.55774,2.71651,0,0.621704,0.848639,0.00854109,5.84791,6.17106,0.227447,0.00440201,0.00443969,0.00442938,0.712458,396.155,0.993821,120.306,0.00621704,1.74388,241.044,0.568567,2189.91,0.617863,0,5.87057,-5.28799,-8.29346,
Dusuk,3.52283e+06,2.4868e+07,2.83908e+07,7.60314e+06,5.55054e+06,1.31537e+07,1.52371e+07,1.52371e+07,0,2.83908e+07,0.463338,12.4083,0.428215,0.0111355,14.1419,26.5998,25.2007,43.485,26.5998,22.8738,26.35,26.5998,16.4454,-0.0950296,86.3265,87.5917,-4.63138,0.581788,0.614088,2.81724,0.267803,2.15825,0.498988,0.578024,2.30862,0.536692,9.87871,0.863265,0.618255,5.67773,0.200699,11.2621,46.3308,0,0.691712,-2.29738,-0.290212,
Dusuk,2.25927e+07,1.68522e+07,3.94449e+07,2.91833e+07,1.51423e+06,3.06975e+07,8.74736e+06,4.81073e+06,3.93662e+06,3.94449e+07,0.774164,57.2765,0.510552,0.00475881,-9.88732,-32.7821,1.74959,15.9481,-32.7821,-16.904,-44.5854,-32.7821,-19.1746,-0.0419696,350.935,42.7235,1.95651,0.0138319,-0.259169,-4.05869,0.73985,1.29172,3.33624,0.950673,0.79058,0.221761,1.04159,3.50935,0.584911,2.22378,0.979235,2.33091,77.8239,4.61132,-0.589694,0.577793,-0.559741,
Yuksek,2.03007e+07,2.65162e+07,4.68169e+07,7.0539e+06,2.77245e+07,3.47784e+07,1.20385e+07,1.20385e+07,0,4.68169e+07,2.87794,43.3619,2.77545,1.9951,0.122992,48.051,45.1524,60.3923,48.051,0.404669,0.478306,48.051,14.6042,-0.594532,288.892,56.6381,2.59983,0.910816,0.969287,5.0866,0.15067,0.347471,0.585943,0.202824,2.0172,0.257141,0.519274,2.88892,0.303932,5.67341,1.4267,78.7239,74.2859,0,0.652004,-0.0827491,-0.591133,
Dusuk,7.3531e+07,1.43678e+08,2.17209e+08,7.91664e+07,6.59418e+07,1.45108e+08,7.2101e+07,7.2101e+07,0,2.17209e+08,0.928816,33.8526,0.562707,0.0519243,-6.14457,-7.01371,-6.59437,42.7544,-7.01371,-10.1774,-18.5109,-7.01371,-4.23451,-0.0507311,201.257,66.1474,2.00798,-0.109236,-0.116183,-15.7765,0.364471,1.07664,1.09799,0.545568,1.65651,0.331943,0.534738,2.01257,0.603748,3.64604,0.560707,1.29046,66.8057,4.2387,-0.10058,-0.219284,-0.452635,
Orta,4.06879e+08,8.65725e+07,4.93451e+08,2.56877e+08,1.66793e+08,4.2367e+08,6.97816e+07,5.84576e+07,1.1324e+07,4.93451e+08,1.58395,82.4557,1.49322,0.497842,2.26823,159.511,98.7424,41.3645,159.511,373.594,16.0395,159.511,0.968453,0,607.137,17.5443,1.24126,0.0115163,0.0186036,88.6553,0.520572,0.631335,3.68115,0.606314,0.0116629,0.141415,85.5791,6.07137,0.00607139,0.0960983,135.81,0.282554,85.8585,0,0.424351,0.485526,-0.595331,
Yuksek,2.30378e+09,1.22809e+09,3.53187e+09,1.06362e+09,3.77912e+08,1.44154e+09,2.09034e+09,2.09034e+09,0,3.53187e+09,2.16598,65.2284,1.43205,0.470803,4.57037,16.2542,15.7022,25.208,16.2542,14.1245,7.72218,16.2542,5.25949,-0.0969448,68.9619,34.7716,0.587711,0.168715,0.174647,7.76027,0.30115,0.461685,0.508829,0.737841,1.07447,0.59185,1.70312,0.689619,0.323576,1.3246,2.01586,2.57225,40.815,1.24326,0.732824,-2.18787,-0.324799,
Yuksek,2.05585e+07,2.91986e+07,4.97571e+07,1.77943e+06,577619,2.35705e+06,4.74001e+07,4.74001e+07,0,4.97571e+07,11.5534,41.3177,10.1255,9.86881,2.94104,-149.84,-128.363,-103.255,-149.84,35.2926,3.08729,-149.84,-12.4866,-0.694905,4.97267,58.6823,0.616122,-2.9911,-3.49155,-0.379375,0.0357623,0.0865544,0.0375407,0.75494,2.33019,0.952629,1.7123,0.0497267,0.0833331,106.635,4.95814,24.9002,4.73711,4.66289,0.342773,-4.20855,-0.95107,
Yuksek,4.52294e+08,1.1908e+08,5.71374e+08,2.16766e+08,1.17045e+08,3.33811e+08,2.37563e+08,2.37563e+08,0,5.71374e+08,2.08655,79.159,1.13463,0.307047,1.0367,15.7227,11.8268,15.6826,15.7227,2.47034,2.49342,15.7227,6.59816,0.0347406,140.515,20.841,0.502716,0.130826,0.173921,8.85436,0.379377,0.47926,0.912459,0.649368,1.10618,0.415775,2.03735,1.40515,0.41966,1.76168,1.88627,18.4793,58.4225,1.59738,1.0558,-1.02491,-0.431451,
Orta,7.12135e+07,7.70334e+07,1.48247e+08,4.55481e+07,268190,4.58163e+07,1.02431e+08,8.62706e+07,1.616e+07,1.48247e+08,1.56348,48.0371,0.97706,0.00321065,9.13676,2.64342,1.94444,9.26891,2.64342,85.0253,13.2236,2.64342,0.28406,0.456327,44.7292,51.9629,1.33668,0.0068007,0.00924538,108.799,0.307245,0.6396,0.444673,0.994146,0.349751,0.690946,149.772,0.447292,0.107459,0.380607,4.47026,0.488551,30.9054,0.636362,0.492266,-2.9558,-0.4488,
Dusuk,1.55249e+08,4.67884e+07,2.02037e+08,1.332e+08,5.65261e+07,1.89727e+08,1.23108e+07,1.23108e+07,0,2.02037e+08,1.16553,76.8417,1.03361,0.208864,-11.202,-6.15996,-9.57281,45.1186,-6.15996,-5.97949,-183.841,-6.15996,-11.5401,0.000210352,1541.14,23.1583,3.89056,-0.272018,-0.17504,-8.1374,0.659286,0.85798,10.8198,0.702065,2.84157,0.0609332,2.13936,15.4114,1.87341,3.4454,0.41017,3.35604,93.9067,29.0141,0.403279,1.55211,-1.10071,
Orta,8.30966e+08,6.3916e+08,1.47013e+09,5.06537e+08,2.11037e+08,7.17575e+08,7.52552e+08,7.52552e+08,0,1.47013e+09,1.64048,56.5234,1.18278,0.0610331,-4.40996,3.35792,7.30234,36.8362,3.35792,-6.21325,-8.61495,3.35792,2.38334,-0.0852457,95.3522,43.4766,0.927112,0.150425,0.0691719,20.4798,0.344553,0.609576,0.673093,0.705902,2.05996,0.511896,2.71406,0.953522,0.709766,1.83639,0.796367,3.102,48.8104,3.23931,0.34994,-1.32592,-0.397588,
Orta,8.25337e+07,1.09638e+08,1.92172e+08,6.19372e+07,3.06427e+07,9.25799e+07,9.95923e+07,9.95923e+07,0,1.92172e+08,1.33254,42.9478,0.561562,0.264326,1.6412,14.2093,9.92938,47.6671,14.2093,3.23412,3.16684,14.2093,7.21072,-0.153442,92.9588,57.0522,1.10379,0.156339,0.223727,6.68109,0.3223,0.750447,0.621907,0.669013,1.57451,0.518245,1.4417,0.929588,0.507464,5.35761,0.846321,9.54086,48.1755,1.09654,0.370969,-1.63318,-0.375302,
Orta,7.24596e+08,4.25324e+08,1.14992e+09,4.14677e+08,1.05924e+08,5.20601e+08,6.29319e+08,6.29319e+08,0,1.14992e+09,1.74737,63.0128,0.0740093,0.0366561,0.6616,14.5882,15.7948,19.9707,14.5882,3.68773,1.20891,14.5882,2.61721,-0.11986,82.7245,36.9872,0.675847,0.0785796,0.0725765,17.2981,0.360614,0.572287,0.65893,0.796536,0.497501,0.547272,119.666,0.827245,0.179406,13.6645,3.5123,0.429211,45.2728,0.243673,0.381781,-1.75621,-0.344327,
Yuksek,7.88617e+06,3.93114e+07,4.71976e+07,5.23448e+06,1.53836e+06,6.77284e+06,4.04247e+07,4.04247e+07,0,4.71976e+07,1.50658,16.7089,1.40106,0.00180285,16.2139,41.8587,29.7146,90.6587,41.8587,76.7888,18.9304,41.8587,8.83842,-0.00157661,16.7542,83.2911,0.972625,0.565724,0.796931,1.62359,0.110906,0.663754,0.129487,0.772863,1.90386,0.8565,0,0.167542,0.211149,3.60265,0.79133,15.2962,14.35,0,1.78865,-4.2177,-0.349974,
Orta,7.61854e+07,1.58904e+08,2.35089e+08,4.86895e+07,6.52268e+07,1.13916e+08,1.21173e+08,1.21153e+08,19726,2.35089e+08,1.56472,32.4071,0.482279,0.106803,0.543719,2.72705,7.78706,9.91988,2.72705,1.46142,1.05488,2.72705,1.0146,-0.0651016,94.0116,67.5929,1.3124,0.139885,0.048988,47.7596,0.207111,0.639093,0.401819,0.427415,1.79637,0.515433,0.825997,0.940116,0.372049,4.99551,0.871043,6.75013,48.4567,1.93862,0.312316,-1.56869,-0.358819,
Dusuk,7.09617e+08,4.42477e+07,7.53865e+08,6.02153e+08,6.58414e+06,6.08737e+08,1.45128e+08,1.3028e+08,1.48477e+07,7.53865e+08,1.17847,94.1306,0.867676,0.123492,0.688247,2.5116,2.81641,5.53118,2.5116,0.321212,3.57508,2.5116,5.3815,-0.0265292,419.448,5.86944,0.305204,0.0755503,0.0673737,15.0049,0.798754,0.84856,4.14911,0.989184,2.6825,0.192512,4.77308,4.19448,2.14266,3.61113,0.439317,2.93774,80.7488,10.4029,1.05358,0.266996,-0.503655,
Orta,1.40655e+10,5.94552e+09,2.0011e+10,9.58099e+09,1.39631e+09,1.09773e+10,9.0337e+09,8.95786e+09,7.58378e+07,2.0011e+10,1.46806,70.2887,0.786486,0.122363,1.7528,4.35295,3.74355,5.30803,4.35295,0.592173,3.88272,4.35295,12.8845,-0.0460629,121.515,29.7113,0.661941,0.231434,0.269108,4.25754,0.478786,0.681171,1.06058,0.8728,6.1822,0.451437,2.27785,1.21515,2.95995,9.92169,0.237466,16.7531,54.8563,10.453,1.56529,-1.25794,-0.350384,
Dusuk,3.56745e+10,2.83948e+10,6.40693e+10,3.95815e+10,9.16192e+09,4.87434e+10,1.53259e+10,7.85293e+09,7.47293e+09,6.40693e+10,0.901293,55.6811,0.373629,0.100994,0.0715008,8.32758,8.24894,12.1122,8.32758,0.423483,0.298907,8.32758,1.40603,-0.131794,318.047,44.3189,1.99332,0.022544,0.0227589,54.1094,0.617792,1.10952,2.58266,0.812038,0.273295,0.239208,1.53578,3.18047,0.16884,1.92623,3.29787,1.90263,76.0792,1.79549,0.0206896,0.0296936,-0.475343,
Orta,1.90128e+09,8.4764e+09,1.03777e+10,2.38678e+09,2.01735e+09,4.40413e+09,5.97355e+09,5.97355e+09,0,1.03777e+10,0.796587,18.3209,0.300689,0.214181,11.2972,248.301,50.9986,58.9265,248.301,176.119,19.6263,248.301,15.9273,-0.866186,73.7272,81.6791,1.41912,0.142236,0.692515,2.66451,0.229992,1.25536,0.399559,0.541942,0.278901,0.575615,2016.73,0.737272,0.0641451,3.24315,2.85616,1.93553,42.4385,0.256378,0.65004,-2.39256,-0.216518,
Yuksek,3.90249e+08,5.89902e+08,9.80151e+08,5.97616e+07,5.87722e+07,1.18534e+08,8.61617e+08,5.33559e+08,3.28058e+08,9.80151e+08,6.5301,39.8152,4.94547,0.490117,3.8222,33.4073,30.6275,33.9419,33.4073,22.2797,4.34803,33.4073,5.73122,-0.0084116,13.7571,60.1848,0.684649,0.861762,0.939978,2.1101,0.0609718,0.153137,0.0693598,0.504173,2.81369,0.879066,1.8,0.137571,0.171556,0.956181,2.32083,4.52876,12.0934,1.54233,1.39321,-3.80879,-0.434043,
Orta,9.6846e+07,9.58821e+07,1.92728e+08,6.25731e+07,2.7573e+07,9.01461e+07,1.02582e+08,1.02582e+08,0,1.92728e+08,1.54773,50.2501,0.961716,0.174915,0.78308,3.42642,4.11872,16.2236,3.42642,3.12789,1.47123,3.42642,0.857819,-0.0186664,87.8772,49.7499,0.946618,0.0317596,0.0264212,54.5263,0.32467,0.646109,0.609982,0.69413,0.771104,0.532263,1.08694,0.878772,0.250354,1.07196,2.00716,0.80043,46.7737,1.43334,0.330173,-1.67533,-0.29267,
Yuksek,2.65208e+08,9.09733e+07,3.56181e+08,6.83479e+07,4.31425e+07,1.1149e+08,2.44691e+08,2.44691e+08,0,3.56181e+08,3.88027,74.4587,2.63669,1.0723,-7.89631,-3.01229,-3.06821,21.9995,-3.01229,-6.34504,-11.4942,-3.01229,-3.74875,-0.064909,45.5637,25.5413,0.374085,-0.198985,-0.195358,-8.34987,0.191891,0.257714,0.279323,0.613039,6.48538,0.686984,10.1436,0.455637,1.24448,4.15414,0.59831,11.1845,31.3016,5.25061,0.547519,-2.176,-0.280161,
Yuksek,1.80689e+08,2.90038e+08,4.70726e+08,1.94306e+07,3.17926e+07,5.12232e+07,4.19503e+08,4.19503e+08,0,4.70726e+08,9.29917,38.3851,5.60615,4.76018,-1.29843,-2.76924,-9.76643,11.8966,-2.76924,-5.07838,-1.45698,-2.76924,-0.708033,-1.20003,12.2104,61.6149,0.691384,-0.604939,-0.171528,-15.369,0.0412779,0.107536,0.0463182,0.379332,6.19406,0.891183,1.44664,0.122104,0.255678,430.423,1.5013,8.84695,10.8817,1.80231,-1.14212,-3.65851,-0.734677,
Yuksek,4.1328e+08,2.75924e+10,2.80057e+10,8.61473e+07,1.91443e+09,2.00058e+09,2.60051e+10,2.60051e+10,0,2.80057e+10,4.79737,1.4757,4.33787,4.33787,7.26009,-63.494,-57.3913,100,-63.494,2559.12,7.81861,-63.494,-0.180129,0,7.69302,98.5243,1.06104,-0.529301,-0.585584,-39.6575,0.00307606,0.208448,0.0033127,0.0430612,0.922267,0.928565,0,0.0769302,0.00283695,0,5.20171,0,7.14347,0,16.5604,-4.23872,-0.67977,
Yuksek,1.14837e+10,2.21019e+10,3.35857e+10,4.60153e+09,3.12278e+09,7.72432e+09,2.58614e+10,2.24686e+10,3.39281e+09,3.35857e+10,2.49563,34.1924,1.30514,0.305586,2.37333,12.8587,10.8176,22.543,12.8587,4.78363,3.0822,12.8587,6.37966,-0.134187,29.8682,65.8076,0.85773,0.391727,0.465639,3.60503,0.137009,0.4007,0.177931,0.595721,3.6212,0.770012,1.89927,0.298682,0.496136,6.15772,0.689173,12.5109,22.9988,3.10114,0.725161,-3.10585,-0.357063,
Yuksek,6.18308e+06,4.61148e+08,4.67331e+08,5.79817e+06,5.93901e+07,6.51883e+07,4.02143e+08,4.02143e+08,0,4.67331e+08,1.06638,1.32306,1.02789,0.00224347,-1.00339,0,0,0,0,0,-1.16605,0,0.0841373,0,16.2102,98.6769,1.14673,-0.242324,0.0678145,165.789,0.012407,0.937748,0.0144182,0.0889449,0,0.860509,0,0.162102,0,0,0,0,13.9491,0,-29.4765,-3.46402,-0.288072,
Orta,7.86082e+09,7.00266e+09,1.48635e+10,5.0767e+09,4.73748e+08,5.55045e+09,9.31303e+09,5.99312e+09,3.31992e+09,1.48635e+10,1.54841,52.8868,0.721883,0.0445384,1.8981,23.7892,47.6368,59.3394,23.7892,52.7838,3.02935,23.7892,0.855459,-1.48705,59.5987,47.1132,0.751977,0.0501534,0.025046,43.6524,0.341555,0.645823,0.545118,0.914647,0.105283,0.626571,28.8226,0.595987,0.0359599,0.329765,14.7071,0.194805,37.3429,0.0669798,0.0808663,-2.26307,-0.2822,
